+---------+---------------------+--------------------+
|  coin   |        time         |       price        |
| bitcoin | 2024-10-21 00:00:00 |  63461.0436312693  |
| bitcoin | 2024-10-22 00:00:00 | 62314.63337960675  |
| bitcoin | 2024-10-23 00:00:00 | 62379.86708703343  |
| bitcoin | 2024-10-24 00:00:00 | 61857.31577287963  |
| bitcoin | 2024-10-25 00:00:00 | 62996.90492256556  |
| bitcoin | 2024-10-26 00:00:00 | 61649.93632490859  |
| bitcoin | 2024-10-27 00:00:00 | 62050.376516974386 |
| bitcoin | 2024-10-28 00:00:00 | 62938.34448352703  |
| bitcoin | 2024-10-29 00:00:00 | 64580.714702132216 |
| bitcoin | 2024-10-30 00:00:00 | 67268.45323344307  |
| bitcoin | 2024-10-31 00:00:00 | 66618.65645361826  |
| bitcoin | 2024-11-01 00:00:00 |  64550.8369757725  |
| bitcoin | 2024-11-02 00:00:00 | 63941.79763295739  |
| bitcoin | 2024-11-03 00:00:00 | 63726.32978776158  |
| bitcoin | 2024-11-04 00:00:00 | 63270.25948561604  |
| bitcoin | 2024-11-05 00:00:00 | 62346.71648632486  |
| bitcoin | 2024-11-06 00:00:00 | 63437.06088138662  |
| bitcoin | 2024-11-07 00:00:00 |  70456.7357599368  |
| bitcoin | 2024-11-08 00:00:00 | 70367.30136816247  |
| bitcoin | 2024-11-09 00:00:00 | 71385.26799176612  |
| bitcoin | 2024-11-10 00:00:00 |  71493.3957234108  |
| bitcoin | 2024-11-11 00:00:00 | 75100.39122172692  |
| bitcoin | 2024-11-12 00:00:00 | 83136.67035524877  |
| bitcoin | 2024-11-13 00:00:00 | 83116.39043645399  |
| bitcoin | 2024-11-14 00:00:00 | 85646.80574476697  |
| bitcoin | 2024-11-15 00:00:00 |  83012.8378117053  |
| bitcoin | 2024-11-16 00:00:00 | 86243.41823875198  |
| bitcoin | 2024-11-17 00:00:00 | 85927.71877600063  |
| bitcoin | 2024-11-18 00:00:00 |  85275.3689714038  |
| bitcoin | 2024-11-19 00:00:00 | 85439.42645883636  |
| bitcoin | 2024-11-20 00:00:00 | 86966.37073765934  |
| bitcoin | 2024-11-21 00:00:00 |  89326.4051029836  |
| bitcoin | 2024-11-22 00:00:00 | 94069.11559788969  |
| bitcoin | 2024-11-23 00:00:00 | 94955.55602347082  |
| bitcoin | 2024-11-24 00:00:00 | 93760.27068972368  |
| bitcoin | 2024-11-25 00:00:00 | 93546.11482101932  |
| bitcoin | 2024-11-26 00:00:00 | 88960.11249694412  |
| bitcoin | 2024-11-27 00:00:00 |  87635.2127980843  |
| bitcoin | 2024-11-28 00:00:00 | 90869.12691365478  |
| bitcoin | 2024-11-29 00:00:00 | 90578.80838013266  |
| bitcoin | 2024-11-30 00:00:00 |  92112.0297646138  |
| bitcoin | 2024-12-01 00:00:00 | 91239.47122285848  |
| bitcoin | 2024-12-02 00:00:00 | 92304.33867392405  |
| bitcoin | 2024-12-03 00:00:00 |  91254.9956460552  |
| bitcoin | 2024-12-04 00:00:00 | 91374.28893844674  |
| bitcoin | 2024-12-05 00:00:00 | 94065.64524925785  |
| bitcoin | 2024-12-06 00:00:00 | 91830.04825245812  |
| bitcoin | 2024-12-07 00:00:00 | 94532.37474294563  |
| bitcoin | 2024-12-08 00:00:00 |  94396.5048454845  |
| bitcoin | 2024-12-09 00:00:00 | 95806.82736572677  |
| bitcoin | 2024-12-10 00:00:00 | 92230.50083900787  |
| bitcoin | 2024-12-11 00:00:00 | 91771.99667795865  |
| bitcoin | 2024-12-12 00:00:00 | 96256.94286515891  |
| bitcoin | 2024-12-13 00:00:00 |  95478.4718086457  |
| bitcoin | 2024-12-14 00:00:00 | 96474.24824906969  |
| bitcoin | 2024-12-15 00:00:00 | 96521.66753667717  |
| bitcoin | 2024-12-16 00:00:00 | 99631.30349379999  |
| bitcoin | 2024-12-17 00:00:00 | 100856.74619693069 |
| bitcoin | 2024-12-18 00:00:00 | 101033.24653744219 |
| bitcoin | 2024-12-19 00:00:00 | 96953.12069442325  |
| bitcoin | 2024-12-20 00:00:00 | 94409.72595593294  |
| bitcoin | 2024-12-21 00:00:00 | 93650.42813640687  |
| bitcoin | 2024-12-22 00:00:00 | 93195.44410350095  |
| bitcoin | 2024-12-23 00:00:00 | 91140.91969775569  |
| bitcoin | 2024-12-24 00:00:00 |  90965.4953002581  |
| bitcoin | 2024-12-25 00:00:00 | 94886.05944712395  |
| bitcoin | 2024-12-26 00:00:00 | 95543.42015726255  |
| bitcoin | 2024-12-27 00:00:00 | 91803.34079160506  |
| bitcoin | 2024-12-28 00:00:00 |  90481.9775065786  |
| bitcoin | 2024-12-29 00:00:00 | 91277.95711668122  |
| bitcoin | 2024-12-30 00:00:00 | 89809.00932731242  |
| bitcoin | 2024-12-31 00:00:00 | 89022.96932884614  |
| bitcoin | 2025-01-01 00:00:00 | 90345.89050387108  |
| bitcoin | 2025-01-02 00:00:00 | 91178.22880527575  |
| bitcoin | 2025-01-03 00:00:00 | 94323.14355478664  |
| bitcoin | 2025-01-04 00:00:00 |  95112.0929531571  |
| bitcoin | 2025-01-05 00:00:00 | 95288.50094704173  |
| bitcoin | 2025-01-06 00:00:00 | 95454.57145123628  |
| bitcoin | 2025-01-07 00:00:00 | 98447.21362240084  |
| bitcoin | 2025-01-08 00:00:00 | 93725.14520903539  |
| bitcoin | 2025-01-09 00:00:00 | 92092.76505735616  |
| bitcoin | 2025-01-10 00:00:00 | 89707.52517607683  |
| bitcoin | 2025-01-11 00:00:00 | 92367.35844390381  |
| bitcoin | 2025-01-12 00:00:00 | 92212.77271884044  |
| bitcoin | 2025-01-13 00:00:00 | 92206.74734905403  |
| bitcoin | 2025-01-14 00:00:00 |  92008.0407989071  |
| bitcoin | 2025-01-15 00:00:00 | 93716.54730328196  |
| bitcoin | 2025-01-16 00:00:00 | 97450.21502883722  |
| bitcoin | 2025-01-17 00:00:00 | 97121.77688445612  |
| bitcoin | 2025-01-18 00:00:00 | 101102.3272998042  |
| bitcoin | 2025-01-19 00:00:00 | 101591.65870898607 |
| bitcoin | 2025-01-20 00:00:00 | 98556.60072240025  |
| bitcoin | 2025-01-21 00:00:00 | 97645.26157169124  |
| bitcoin | 2025-01-22 00:00:00 | 101985.06536315338 |
| bitcoin | 2025-01-23 00:00:00 | 99609.01415196357  |
| bitcoin | 2025-01-24 00:00:00 | 99919.47498097445  |
| bitcoin | 2025-01-25 00:00:00 |  99809.812746175   |
| bitcoin | 2025-01-26 00:00:00 | 99781.96941034772  |
| bitcoin | 2025-01-27 00:00:00 | 97969.49640323251  |
| bitcoin | 2025-01-28 00:00:00 | 97617.99553077694  |
| bitcoin | 2025-01-29 00:00:00 | 97146.00300878198  |
| bitcoin | 2025-01-30 00:00:00 | 99490.25288909503  |
| bitcoin | 2025-01-31 00:00:00 | 100807.15070257561 |
| bitcoin | 2025-02-01 00:00:00 | 98810.37474956374  |
| bitcoin | 2025-02-02 00:00:00 | 97148.35116450538  |
| bitcoin | 2025-02-03 00:00:00 | 95191.74747620497  |
| bitcoin | 2025-02-04 00:00:00 | 98238.89542734591  |
| bitcoin | 2025-02-05 00:00:00 | 94583.32997010817  |
| bitcoin | 2025-02-06 00:00:00 | 92866.57050977692  |
| bitcoin | 2025-02-07 00:00:00 | 93047.15238417375  |
| bitcoin | 2025-02-08 00:00:00 | 93460.28168051473  |
| bitcoin | 2025-02-09 00:00:00 | 93491.74111451581  |
| bitcoin | 2025-02-10 00:00:00 | 93615.43283429353  |
| bitcoin | 2025-02-11 00:00:00 | 94540.70775357632  |
| bitcoin | 2025-02-12 00:00:00 | 92364.09002872088  |
| bitcoin | 2025-02-13 00:00:00 | 94159.60243133068  |
| bitcoin | 2025-02-14 00:00:00 |  92307.8330149462  |
| bitcoin | 2025-02-15 00:00:00 | 92877.17882262533  |
| bitcoin | 2025-02-16 00:00:00 | 92999.09216728156  |
| bitcoin | 2025-02-17 00:00:00 | 91660.71227155557  |
| bitcoin | 2025-02-18 00:00:00 | 91341.52960606896  |
| bitcoin | 2025-02-19 00:00:00 | 91405.03853150252  |
| bitcoin | 2025-02-20 00:00:00 | 92663.03435451942  |
| bitcoin | 2025-02-21 00:00:00 | 93680.66155266784  |
| bitcoin | 2025-02-22 00:00:00 | 91867.90813457828  |
| bitcoin | 2025-02-23 00:00:00 | 92326.33967418694  |
| bitcoin | 2025-02-24 00:00:00 | 91955.06321410212  |
| bitcoin | 2025-02-25 00:00:00 | 87363.06196029286  |
| bitcoin | 2025-02-26 00:00:00 |  84371.1455747451  |
| bitcoin | 2025-02-27 00:00:00 | 79980.88889487673  |
| bitcoin | 2025-02-28 00:00:00 | 81478.67683320756  |
| bitcoin | 2025-03-01 00:00:00 | 81363.99392410876  |
| bitcoin | 2025-03-02 00:00:00 | 82870.36470479147  |
| bitcoin | 2025-03-03 00:00:00 | 90504.07964230444  |
| bitcoin | 2025-03-04 00:00:00 | 82148.33613319772  |
| bitcoin | 2025-03-05 00:00:00 |  82166.1907294557  |
| bitcoin | 2025-03-06 00:00:00 | 83930.00317170189  |
| bitcoin | 2025-03-07 00:00:00 | 83424.90851265508  |
| bitcoin | 2025-03-08 00:00:00 | 80085.80174525376  |
| bitcoin | 2025-03-09 00:00:00 | 79526.42694984918  |
| bitcoin | 2025-03-10 00:00:00 |  74356.456240904   |
| bitcoin | 2025-03-11 00:00:00 | 72665.18583424798  |
| bitcoin | 2025-03-12 00:00:00 | 75856.73401738856  |
| bitcoin | 2025-03-13 00:00:00 | 77065.46321665138  |
| bitcoin | 2025-03-14 00:00:00 |  74718.5256245086  |
| bitcoin | 2025-03-15 00:00:00 | 76880.29832202969  |
| bitcoin | 2025-03-16 00:00:00 |  77306.5864689375  |
| bitcoin | 2025-03-17 00:00:00 | 75910.64859205775  |
| bitcoin | 2025-03-18 00:00:00 | 76998.99430074666  |
| bitcoin | 2025-03-19 00:00:00 | 75664.50740632173  |
| bitcoin | 2025-03-20 00:00:00 | 79563.22640741953  |
| bitcoin | 2025-03-21 00:00:00 | 77616.22788391747  |
| bitcoin | 2025-03-22 00:00:00 | 77238.36456464554  |
| bitcoin | 2025-03-23 00:00:00 |  77054.9020489095  |
| bitcoin | 2025-03-24 00:00:00 | 79173.13362279187  |
| bitcoin | 2025-03-25 00:00:00 | 80835.78627103886  |
| bitcoin | 2025-03-26 00:00:00 | 81135.60723634843  |
| bitcoin | 2025-03-27 00:00:00 | 80937.68581120633  |
| bitcoin | 2025-03-28 00:00:00 | 80762.24789260485  |
| bitcoin | 2025-03-29 00:00:00 | 77568.36316913941  |
| bitcoin | 2025-03-30 00:00:00 |  76023.3338049204  |
| bitcoin | 2025-03-31 00:00:00 | 76084.44855188446  |
| bitcoin | 2025-04-01 00:00:00 | 76278.00851198542  |
| bitcoin | 2025-04-02 00:00:00 | 78934.69418981239  |
| bitcoin | 2025-04-03 00:00:00 | 75695.38008538041  |
| bitcoin | 2025-04-04 00:00:00 | 75301.41469668013  |
| bitcoin | 2025-04-05 00:00:00 | 76509.59045578145  |
| bitcoin | 2025-04-06 00:00:00 | 76275.89538369751  |
| bitcoin | 2025-04-07 00:00:00 | 71140.69619728561  |
| bitcoin | 2025-04-08 00:00:00 | 72531.24053020743  |
| bitcoin | 2025-04-09 00:00:00 | 69491.45411311415  |
| bitcoin | 2025-04-10 00:00:00 |  75456.1842213969  |
| bitcoin | 2025-04-11 00:00:00 | 70705.92178772751  |
| bitcoin | 2025-04-12 00:00:00 | 73506.17467970919  |
| bitcoin | 2025-04-13 00:00:00 | 75105.76393736854  |
| bitcoin | 2025-04-14 00:00:00 | 73716.10993431724  |
| bitcoin | 2025-04-15 00:00:00 | 74558.64458346224  |
| bitcoin | 2025-04-16 00:00:00 | 74064.18809036232  |
| bitcoin | 2025-04-17 00:00:00 | 73774.73011218943  |
| bitcoin | 2025-04-18 00:00:00 | 74681.53145996567  |
| bitcoin | 2025-04-19 00:00:00 | 74244.36963512853  |
| bitcoin | 2025-04-20 00:00:00 |  74853.6619460574  |
| bitcoin | 2025-04-21 00:00:00 |  74302.9027027906  |
| bitcoin | 2025-04-22 00:00:00 | 75967.75672781939  |
| bitcoin | 2025-04-23 00:00:00 | 82373.97591522612  |
| bitcoin | 2025-04-24 00:00:00 | 82601.28894076985  |
| bitcoin | 2025-04-25 00:00:00 | 82541.33295031555  |
| bitcoin | 2025-04-26 00:00:00 | 83097.06460724253  |
| bitcoin | 2025-04-27 00:00:00 | 83069.09705400318  |
| bitcoin | 2025-04-28 00:00:00 | 82671.16752167573  |
| bitcoin | 2025-04-29 00:00:00 | 83297.36753699004  |
| bitcoin | 2025-04-30 00:00:00 | 82775.55785512735  |
| bitcoin | 2025-05-01 00:00:00 | 83211.48947370166  |
| bitcoin | 2025-05-02 00:00:00 | 85360.41042729841  |
| bitcoin | 2025-05-03 00:00:00 | 85692.96390690545  |
| bitcoin | 2025-05-04 00:00:00 | 84867.75783817313  |
| bitcoin | 2025-05-05 00:00:00 | 83301.34777648957  |
| bitcoin | 2025-05-06 00:00:00 | 83747.75363656445  |
| bitcoin | 2025-05-07 00:00:00 | 85389.76418218843  |
| bitcoin | 2025-05-08 00:00:00 | 85813.62701717633  |
| bitcoin | 2025-05-09 00:00:00 | 91820.34626450922  |
| bitcoin | 2025-05-09 11:45:41 | 91602.10689177622  |
+---------+---------------------+--------------------+
